Ticker,close,date,high,low,month,open,volume,Sector
BEL,139.2,2023-10-03 05:30:00,140.6,137.2,2023-10,137.9,19010910,Defense
BEL,138.85,2023-10-04 05:30:00,139.15,136.55,2023-10,138.0,14912053,Defense
BEL,138.95,2023-10-05 05:30:00,141.35,138.1,2023-10,139.5,15996620,Defense
BEL,139.0,2023-10-06 05:30:00,140.5,138.65,2023-10,139.0,4987359,Defense
BEL,135.75,2023-10-09 05:30:00,137.6,135.05,2023-10,136.2,10489249,Defense
BEL,139.95,2023-10-10 05:30:00,141.0,136.5,2023-10,137.4,15593722,Defense
BEL,137.75,2023-10-11 05:30:00,140.5,137.5,2023-10,139.95,10778916,Defense
BEL,138.2,2023-10-12 05:30:00,138.7,137.2,2023-10,137.95,7567439,Defense
BEL,137.45,2023-10-13 05:30:00,138.2,136.3,2023-10,136.3,8303230,Defense
BEL,137.4,2023-10-16 05:30:00,137.9,136.55,2023-10,137.0,7785480,Defense
BEL,138.55,2023-10-17 05:30:00,138.9,137.5,2023-10,137.5,6076896,Defense
BEL,137.05,2023-10-18 05:30:00,138.95,136.4,2023-10,138.75,6806231,Defense
BEL,137.0,2023-10-19 05:30:00,137.2,135.05,2023-10,136.0,7775836,Defense
BEL,134.2,2023-10-20 05:30:00,136.9,133.5,2023-10,136.7,8982112,Defense
BEL,132.7,2023-10-23 05:30:00,135.9,131.4,2023-10,134.3,19333777,Defense
BEL,131.2,2023-10-25 05:30:00,134.65,129.25,2023-10,132.5,10225867,Defense
BEL,128.85,2023-10-26 05:30:00,130.2,127.0,2023-10,130.0,18167694,Defense
BEL,132.2,2023-10-27 05:30:00,132.85,129.25,2023-10,129.25,8761931,Defense
BEL,131.95,2023-10-30 05:30:00,133.95,130.8,2023-10,133.5,9052085,Defense
BEL,133.25,2023-10-31 05:30:00,133.65,130.75,2023-10,132.5,8098744,Defense
BEL,132.4,2023-11-01 05:30:00,134.55,132.05,2023-11,133.75,10431945,Defense
BEL,134.75,2023-11-02 05:30:00,135.0,133.3,2023-11,133.7,4885035,Defense
BEL,135.95,2023-11-03 05:30:00,137.0,134.75,2023-11,135.15,9154983,Defense
BEL,137.65,2023-11-06 05:30:00,138.0,136.0,2023-11,136.95,7070089,Defense
BEL,138.05,2023-11-07 05:30:00,138.95,136.7,2023-11,137.55,8587321,Defense
BEL,140.4,2023-11-08 05:30:00,141.15,137.7,2023-11,137.75,9755483,Defense
BEL,137.95,2023-11-09 05:30:00,139.95,137.6,2023-11,139.95,5481774,Defense
BEL,138.8,2023-11-10 05:30:00,139.1,137.05,2023-11,137.5,5781314,Defense
BEL,139.6,2023-11-12 05:30:00,140.3,139.3,2023-11,139.95,1362464,Defense
BEL,143.4,2023-11-13 05:30:00,144.2,139.05,2023-11,139.15,20245049,Defense
BEL,143.05,2023-11-15 05:30:00,145.4,142.5,2023-11,144.5,11440473,Defense
BEL,142.6,2023-11-16 05:30:00,144.35,142.2,2023-11,143.25,11453235,Defense
BEL,146.1,2023-11-17 05:30:00,146.5,141.8,2023-11,142.85,13496261,Defense
BEL,143.85,2023-11-20 05:30:00,146.75,143.15,2023-11,146.4,7741502,Defense
BEL,142.85,2023-11-21 05:30:00,144.55,142.25,2023-11,144.15,9972235,Defense
BEL,141.85,2023-11-22 05:30:00,143.45,140.15,2023-11,143.25,7445272,Defense
BEL,139.35,2023-11-23 05:30:00,142.55,139.1,2023-11,141.85,13138745,Defense
BEL,140.35,2023-11-24 05:30:00,142.15,137.35,2023-11,139.95,19614754,Defense
BEL,141.3,2023-11-28 05:30:00,141.8,140.4,2023-11,141.65,8595693,Defense
BEL,141.0,2023-11-29 05:30:00,142.65,140.5,2023-11,142.05,14680789,Defense
BEL,145.9,2023-11-30 05:30:00,146.35,140.75,2023-11,141.0,27591484,Defense
BEL,147.45,2023-12-01 05:30:00,150.3,146.75,2023-12,147.95,34466616,Defense
BEL,153.55,2023-12-04 05:30:00,157.5,151.6,2023-12,152.0,51416976,Defense
BEL,152.0,2023-12-05 05:30:00,155.1,149.95,2023-12,153.7,29109123,Defense
BEL,156.15,2023-12-06 05:30:00,157.15,151.85,2023-12,152.6,26688698,Defense
BEL,160.35,2023-12-07 05:30:00,161.8,158.25,2023-12,161.8,51346222,Defense
BEL,158.75,2023-12-08 05:30:00,162.35,157.3,2023-12,161.35,22869782,Defense
BEL,161.25,2023-12-11 05:30:00,163.25,159.15,2023-12,159.8,22941648,Defense
BEL,160.8,2023-12-12 05:30:00,162.8,160.0,2023-12,162.45,16306341,Defense
BEL,162.85,2023-12-13 05:30:00,163.9,159.4,2023-12,160.2,16804086,Defense
BEL,164.0,2023-12-14 05:30:00,164.35,162.6,2023-12,163.1,13887946,Defense
BEL,169.05,2023-12-15 05:30:00,170.2,165.25,2023-12,166.0,39766631,Defense
BEL,172.7,2023-12-18 05:30:00,174.35,169.45,2023-12,171.75,35901409,Defense
BEL,173.05,2023-12-19 05:30:00,174.4,171.1,2023-12,172.9,14732129,Defense
BEL,167.25,2023-12-20 05:30:00,176.3,166.15,2023-12,173.75,24511237,Defense
BEL,170.65,2023-12-21 05:30:00,171.85,164.05,2023-12,165.0,22646625,Defense
BEL,174.8,2023-12-22 05:30:00,175.25,169.4,2023-12,171.95,19640046,Defense
BEL,181.95,2023-12-26 05:30:00,184.5,178.0,2023-12,178.0,52736391,Defense
BEL,180.2,2023-12-27 05:30:00,184.9,179.1,2023-12,184.0,26206240,Defense
BEL,182.7,2023-12-28 05:30:00,184.25,180.8,2023-12,181.5,20453485,Defense
BEL,184.2,2023-12-29 05:30:00,185.2,181.1,2023-12,182.95,19305150,Defense
BEL,184.95,2024-01-01 05:30:00,187.0,184.45,2024-01,184.8,18008785,Defense
BEL,182.15,2024-01-02 05:30:00,186.2,179.75,2024-01,186.0,22790965,Defense
BEL,182.35,2024-01-03 05:30:00,184.7,180.6,2024-01,182.35,18738690,Defense
BEL,186.9,2024-01-04 05:30:00,187.65,182.5,2024-01,182.5,25403124,Defense
BEL,185.95,2024-01-05 05:30:00,188.65,184.05,2024-01,187.7,22023938,Defense
BEL,183.6,2024-01-08 05:30:00,187.5,183.2,2024-01,186.75,11472441,Defense
BEL,184.65,2024-01-09 05:30:00,186.7,184.2,2024-01,184.9,11550790,Defense
BEL,185.6,2024-01-10 05:30:00,186.0,182.05,2024-01,184.4,8701594,Defense
BEL,184.35,2024-01-11 05:30:00,187.65,183.8,2024-01,187.0,10942508,Defense
BEL,183.5,2024-01-12 05:30:00,185.5,183.1,2024-01,185.35,8853157,Defense
BEL,188.65,2024-01-15 05:30:00,189.9,184.1,2024-01,184.9,24570393,Defense
BEL,186.8,2024-01-16 05:30:00,190.25,185.1,2024-01,188.9,16471601,Defense
BEL,185.65,2024-01-17 05:30:00,188.5,183.8,2024-01,186.3,16350370,Defense
BEL,188.2,2024-01-18 05:30:00,189.0,180.0,2024-01,185.65,24831623,Defense
BEL,191.85,2024-01-19 05:30:00,193.7,190.0,2024-01,190.0,22303305,Defense
BEL,193.4,2024-01-20 05:30:00,195.0,190.7,2024-01,193.0,12654436,Defense
BEL,187.1,2024-01-23 05:30:00,195.5,184.4,2024-01,195.25,26628471,Defense
BEL,189.25,2024-01-24 05:30:00,190.2,184.0,2024-01,186.8,14742783,Defense
BEL,189.7,2024-01-25 05:30:00,192.0,188.3,2024-01,190.75,12592882,Defense
BEL,190.9,2024-01-29 05:30:00,193.7,187.55,2024-01,190.0,28919512,Defense
BEL,187.9,2024-01-30 05:30:00,192.35,187.0,2024-01,192.0,20894159,Defense
BEL,185.9,2024-01-31 05:30:00,189.1,184.85,2024-01,188.2,23757415,Defense
BEL,183.4,2024-02-01 05:30:00,188.4,181.55,2024-02,187.7,27835431,Defense
BEL,184.6,2024-02-02 05:30:00,187.75,183.85,2024-02,185.0,27710061,Defense
BEL,181.55,2024-02-05 05:30:00,187.0,178.8,2024-02,187.0,23880364,Defense
BEL,183.1,2024-02-06 05:30:00,183.55,180.7,2024-02,182.4,12134363,Defense
BEL,181.7,2024-02-07 05:30:00,184.15,179.65,2024-02,184.15,14192151,Defense
BEL,184.8,2024-02-08 05:30:00,187.1,181.75,2024-02,182.2,29094709,Defense
BEL,180.65,2024-02-09 05:30:00,185.7,176.5,2024-02,185.5,21081134,Defense
BEL,174.65,2024-02-12 05:30:00,183.1,173.65,2024-02,181.25,19640568,Defense
BEL,176.6,2024-02-13 05:30:00,176.9,171.75,2024-02,174.75,13961795,Defense
BEL,181.6,2024-02-14 05:30:00,182.15,175.3,2024-02,177.25,23449380,Defense
BEL,185.95,2024-02-15 05:30:00,186.3,182.6,2024-02,183.0,17335763,Defense
